Vial ID;Customer Evaluation;Machine Evaluation;Rejected;Samples;Single Stations Rejections;
1;-1;0;0;200;
2;-1;0;0;200;
3;-1;0;0;200;
4;-1;0;0;200;
5;-1;0;0;200;
6;-1;0;0;200;
7;-1;0;0;200;
8;-1;0;0;200;
9;-1;0;0;200;
10;-1;0;0;200;
11;-1;0.05;1;200;
12;-1;0;0;200;
13;-1;0;0;200;
14;-1;0;0;200;
15;-1;0;0;200;
16;-1;0;0;200;
17;-1;0;0;200;
18;-1;0;0;200;
19;-1;0.05;1;200;
20;-1;0.05;1;200;
21;-1;0;0;200;
22;-1;0;0;200;
23;-1;0;0;200;
24;-1;0;0;200;
25;-1;0;0;200;
26;-1;0;0;200;
27;-1;0.05;1;200;
28;-1;0.1;2;200;
29;-1;0;0;200;
30;-1;0;0;200;
31;-1;0;0;200;
32;-1;0;0;200;
33;-1;0;0;200;
34;-1;0;0;200;
35;-1;0;0;200;
36;-1;0;0;200;
37;-1;0;0;200;
38;-1;0;0;200;
39;-1;0;0;200;
40;-1;0;0;200;
