Vial ID;Customer Evaluation;Machine Evaluation;Rejected;Samples;Single Stations Rejections;
1;70;100;10;10;
2;36;100;10;10;
3;84;100;10;10;
4;52;90;9;10;
5;64;100;10;10;
6;42;100;10;10;
7;98;100;10;10;
8;62;100;10;10;
9;90;100;10;10;
10;66;80;8;10;
11;42;100;10;10;
12;28;100;10;10;
13;44;100;10;10;
14;36;100;10;10;
15;74;100;10;10;
16;88;100;10;10;
17;30;100;10;10;
18;30;100;10;10;
19;72;100;10;10;
20;100;100;10;10;
21;48;100;10;10;
22;48;70;7;10;
23;62;90;9;10;
24;-1;20;2;10;
25;48;100;10;10;
26;34;80;8;10;
27;32;90;9;10;
28;80;100;10;10;
29;94;100;10;10;
30;44;100;10;10;
31;48;100;10;10;
32;88;100;10;10;
33;44;100;10;10;
34;58;100;10;10;
35;68;100;10;10;
36;68;100;10;10;
37;84;100;10;10;
38;64;100;10;10;
39;60;100;10;10;
40;40;100;10;10;
41;-1;-1;0;0;
42;-1;-1;0;0;
43;-1;-1;0;0;
44;-1;-1;0;0;
45;-1;-1;0;0;
46;-1;-1;0;0;
47;-1;-1;0;0;
48;-1;-1;0;0;
49;-1;-1;0;0;
50;-1;-1;0;0;
51;-1;-1;0;0;
52;-1;-1;0;0;
53;-1;-1;0;0;
54;-1;-1;0;0;
55;-1;-1;0;0;
56;-1;-1;0;0;
57;-1;-1;0;0;
58;-1;-1;0;0;
59;-1;-1;0;0;
60;-1;-1;0;0;
61;-1;-1;0;0;
62;-1;-1;0;0;
63;-1;-1;0;0;
64;-1;-1;0;0;
65;-1;-1;0;0;
66;-1;-1;0;0;
67;-1;-1;0;0;
68;-1;-1;0;0;
69;-1;-1;0;0;
70;-1;-1;0;0;
71;-1;-1;0;0;
72;-1;-1;0;0;
73;-1;-1;0;0;
74;-1;-1;0;0;
75;-1;-1;0;0;
76;-1;-1;0;0;
77;-1;-1;0;0;
78;-1;-1;0;0;
79;-1;-1;0;0;
80;-1;-1;0;0;
