Vial ID;Customer Evaluation;Machine Evaluation;Rejected;Samples;Single Stations Rejections;
1;9;10;2;2;
2;8;10;2;2;
3;9;10;2;2;
4;10;10;2;2;
5;7;10;2;2;
6;10;10;2;2;
7;9;10;2;2;
8;9;10;2;2;
9;8;10;2;2;
10;10;10;2;2;
11;10;10;2;2;
12;10;10;2;2;
13;8;10;1;1;
14;7;10;1;1;
15;8;10;1;1;
16;3;10;1;1;
17;8;10;1;1;
18;8;10;1;1;
19;9;10;1;1;
20;7;10;1;1;
21;10;10;1;1;
22;9;10;1;1;
23;9;10;1;1;
24;9;10;1;1;
25;10;10;1;1;
26;9;10;1;1;
27;9;10;1;1;
28;8;10;1;1;
29;7;10;1;1;
30;7;10;1;1;
31;10;10;1;1;
32;8;10;1;1;
33;9;10;1;1;
34;8;10;1;1;
35;5;10;2;2;
36;8;10;2;2;
37;6;10;2;2;
38;8;10;2;2;
39;9;10;2;2;
40;4;10;2;2;
41;8;-1;0;0;
42;7;-1;0;0;
43;7;-1;0;0;
44;6;-1;0;0;
45;7;-1;0;0;
46;7;-1;0;0;
47;8;-1;0;0;
48;8;-1;0;0;
49;7;-1;0;0;
50;1;-1;0;0;
51;8;-1;0;0;
52;10;-1;0;0;
53;7;-1;0;0;
54;7;-1;0;0;
55;9;-1;0;0;
56;6;-1;0;0;
57;10;-1;0;0;
58;8;-1;0;0;
59;8;-1;0;0;
60;10;-1;0;0;
61;2;-1;0;0;
62;6;-1;0;0;
63;7;-1;0;0;
64;6;-1;0;0;
65;10;-1;0;0;
66;10;-1;0;0;
67;9;-1;0;0;
68;10;-1;0;0;
69;10;-1;0;0;
70;8;-1;0;0;
71;10;-1;0;0;
72;10;-1;0;0;
73;10;-1;0;0;
74;8;-1;0;0;
75;9;-1;0;0;
76;4;-1;0;0;
77;10;-1;0;0;
78;9;-1;0;0;
79;9;-1;0;0;
80;8;-1;0;0;
81;1;-1;0;0;
82;1;-1;0;0;
83;1;-1;0;0;
84;1;-1;0;0;
85;4;-1;0;0;
86;0;-1;0;0;
87;0;-1;0;0;
88;1;-1;0;0;
89;0;-1;0;0;
90;0;-1;0;0;
91;0;-1;0;0;
92;0;-1;0;0;
93;0;-1;0;0;
94;0;-1;0;0;
95;0;-1;0;0;
96;0;-1;0;0;
97;0;-1;0;0;
98;0;-1;0;0;
99;0;-1;0;0;
100;0;-1;0;0;
101;2;-1;0;0;
102;1;-1;0;0;
