Vial ID;Customer Evaluation;Machine Evaluation;Rejected;Samples;Single Stations Rejections;
1;82;100;10;10;
2;92;100;10;10;
3;98;100;10;10;
4;70;100;10;10;
5;64;100;10;10;
6;94;100;10;10;
7;30;80;8;10;
8;84;100;10;10;
9;72;100;10;10;
10;70;100;10;10;
11;98;100;10;10;
12;72;100;10;10;
13;80;100;10;10;
14;100;100;10;10;
15;72;100;10;10;
16;92;100;10;10;
17;68;100;10;10;
18;58;100;10;10;
19;92;100;10;10;
20;82;100;10;10;
21;88;100;10;10;
22;88;100;10;10;
23;94;100;10;10;
24;86;100;10;10;
25;78;100;10;10;
26;92;100;10;10;
27;58;100;10;10;
28;100;100;10;10;
29;68;90;9;10;
30;84;100;10;10;
31;94;100;10;10;
32;90;100;10;10;
33;76;100;10;10;
34;78;100;10;10;
35;80;100;10;10;
36;62;100;10;10;
37;44;90;9;10;
38;48;100;10;10;
39;78;100;10;10;
40;64;100;10;10;
41;98;100;10;10;
42;36;100;10;10;
43;62;100;10;10;
44;92;100;10;10;
45;94;90;9;10;
46;24;80;8;10;
47;94;100;10;10;
48;84;100;10;10;
49;92;100;10;10;
50;98;100;10;10;
51;68;100;10;10;
52;84;100;10;10;
53;86;100;10;10;
54;66;100;10;10;
55;86;100;10;10;
56;92;100;10;10;
57;80;100;10;10;
58;76;100;10;10;
59;82;100;10;10;
60;70;100;10;10;
61;70;100;10;10;
62;94;100;10;10;
63;66;90;9;10;
64;66;100;10;10;
65;100;100;10;10;
66;92;100;10;10;
67;92;100;10;10;
68;96;100;10;10;
69;80;100;10;10;
70;96;100;10;10;
71;98;100;10;10;
72;100;100;10;10;
73;86;100;10;10;
74;96;100;10;10;
75;96;100;10;10;
76;98;100;10;10;
77;100;100;10;10;
78;90;100;10;10;
79;80;100;10;10;
80;94;100;10;10;
81;0;10;1;10;
82;6;0;0;10;
83;2;60;6;10;
84;0;0;0;10;
85;30;10;1;10;
86;80;100;10;10;
87;2;0;0;10;
88;0;0;0;10;
89;0;0;0;10;
90;0;0;0;10;
91;0;0;0;10;
92;0;0;0;10;
93;0;0;0;10;
94;2;100;10;10;
95;0;10;1;10;
96;2;0;0;10;
97;2;10;1;10;
98;4;0;0;10;
99;0;0;0;10;
100;0;10;1;10;
101;4;0;0;10;
102;0;10;1;10;
103;0;0;0;10;
104;0;0;0;10;
105;44;100;10;10;
106;4;0;0;10;
107;4;20;2;10;
108;2;0;0;10;
109;2;10;1;10;
110;0;0;0;10;
111;0;0;0;10;
112;0;10;1;10;
113;2;0;0;10;
114;0;0;0;10;
115;0;0;0;10;
116;2;20;2;10;
117;0;30;3;10;
118;0;10;1;10;
119;2;10;1;10;
120;0;0;0;10;
